Defect models,projects' category,Tr version,Ts version,Iterations,Precision,Recall,F1,ACC,MCC,AUC
Logistic Regression,log4j,log4j-1.0.csv,log4j-1.1.csv,5,0.77,0.68,0.72,0.77,0.53,0.76
Logistic Regression,log4j,log4j-1.0.csv,log4j-1.1.csv,6,0.77,0.68,0.72,0.77,0.53,0.76
Logistic Regression,log4j,log4j-1.0.csv,log4j-1.1.csv,7,0.77,0.68,0.72,0.77,0.53,0.76
Logistic Regression,log4j,log4j-1.0.csv,log4j-1.1.csv,8,0.77,0.68,0.72,0.77,0.53,0.76
Logistic Regression,log4j,log4j-1.0.csv,log4j-1.1.csv,9,0.77,0.68,0.72,0.77,0.53,0.76
Logistic Regression,lucene,lucene-2.0.csv,lucene-2.2.csv,0,0.72,0.48,0.57,0.57,0.19,0.6
Logistic Regression,lucene,lucene-2.0.csv,lucene-2.2.csv,1,0.72,0.48,0.57,0.57,0.19,0.6
Logistic Regression,lucene,lucene-2.0.csv,lucene-2.2.csv,2,0.72,0.48,0.57,0.57,0.19,0.6
Logistic Regression,lucene,lucene-2.0.csv,lucene-2.2.csv,3,0.72,0.48,0.57,0.57,0.19,0.6
Logistic Regression,lucene,lucene-2.0.csv,lucene-2.2.csv,4,0.72,0.48,0.57,0.57,0.19,0.6
Logistic Regression,lucene,lucene-2.0.csv,lucene-2.2.csv,5,0.72,0.48,0.57,0.57,0.19,0.6
Logistic Regression,lucene,lucene-2.0.csv,lucene-2.2.csv,6,0.72,0.48,0.57,0.57,0.19,0.6
Logistic Regression,lucene,lucene-2.0.csv,lucene-2.2.csv,7,0.72,0.48,0.57,0.57,0.19,0.6
Logistic Regression,lucene,lucene-2.0.csv,lucene-2.2.csv,8,0.72,0.48,0.57,0.57,0.19,0.6
Logistic Regression,lucene,lucene-2.0.csv,lucene-2.2.csv,9,0.72,0.48,0.57,0.57,0.19,0.6
Logistic Regression,velocity,velocity-1.4.csv,velocity-1.5.csv,0,0.68,0.96,0.8,0.67,-0.01,0.5
Logistic Regression,velocity,velocity-1.4.csv,velocity-1.5.csv,1,0.68,0.96,0.8,0.67,-0.01,0.5
Logistic Regression,velocity,velocity-1.4.csv,velocity-1.5.csv,2,0.68,0.96,0.8,0.67,-0.01,0.5
Logistic Regression,velocity,velocity-1.4.csv,velocity-1.5.csv,3,0.68,0.96,0.8,0.67,-0.01,0.5
Logistic Regression,velocity,velocity-1.4.csv,velocity-1.5.csv,4,0.68,0.96,0.8,0.67,-0.01,0.5
Logistic Regression,velocity,velocity-1.4.csv,velocity-1.5.csv,5,0.68,0.96,0.8,0.67,-0.01,0.5
Logistic Regression,velocity,velocity-1.4.csv,velocity-1.5.csv,6,0.68,0.96,0.8,0.67,-0.01,0.5
Logistic Regression,velocity,velocity-1.4.csv,velocity-1.5.csv,7,0.68,0.96,0.8,0.67,-0.01,0.5
Logistic Regression,velocity,velocity-1.4.csv,velocity-1.5.csv,8,0.68,0.96,0.8,0.67,-0.01,0.5
Logistic Regression,velocity,velocity-1.4.csv,velocity-1.5.csv,9,0.68,0.96,0.8,0.67,-0.01,0.5
Logistic Regression,xalan,xalan-2.4.csv,xalan-2.5.csv,0,0.69,0.07,0.13,0.39,0.03,0.51
Logistic Regression,xalan,xalan-2.4.csv,xalan-2.5.csv,1,0.69,0.07,0.13,0.39,0.03,0.51
Logistic Regression,xalan,xalan-2.4.csv,xalan-2.5.csv,2,0.69,0.07,0.13,0.39,0.03,0.51
Logistic Regression,xalan,xalan-2.4.csv,xalan-2.5.csv,3,0.69,0.07,0.13,0.39,0.03,0.51
Logistic Regression,xalan,xalan-2.4.csv,xalan-2.5.csv,4,0.69,0.07,0.13,0.39,0.03,0.51
Logistic Regression,xalan,xalan-2.4.csv,xalan-2.5.csv,5,0.69,0.07,0.13,0.39,0.03,0.51
Logistic Regression,xalan,xalan-2.4.csv,xalan-2.5.csv,6,0.69,0.07,0.13,0.39,0.03,0.51
Logistic Regression,xalan,xalan-2.4.csv,xalan-2.5.csv,7,0.69,0.07,0.13,0.39,0.03,0.51
Logistic Regression,xalan,xalan-2.4.csv,xalan-2.5.csv,8,0.69,0.07,0.13,0.39,0.03,0.51
Logistic Regression,xalan,xalan-2.4.csv,xalan-2.5.csv,9,0.69,0.07,0.13,0.39,0.03,0.51
